"","address","lat","lng","carpark_type","rate_half_hr","capacity","rate","extracted_address","NearbyTraffic_1984","NearbyTraffic_1985","NearbyTraffic_1986","NearbyTraffic_1987","NearbyTraffic_1988","NearbyTraffic_1989","NearbyTraffic_1990","NearbyTraffic_1991","NearbyTraffic_1992","NearbyTraffic_1993","NearbyTraffic_1994","NearbyTraffic_1995","NearbyTraffic_1996","NearbyTraffic_1997","NearbyTraffic_1998","NearbyTraffic_1999","NearbyTraffic_2000","NearbyTraffic_2001","NearbyTraffic_2002","NearbyTraffic_2003","NearbyTraffic_2004","NearbyTraffic_2005","NearbyTraffic_2006","NearbyTraffic_2007","NearbyTraffic_2008","NearbyTraffic_2009","NearbyTraffic_2010","NearbyTraffic_2011","NearbyTraffic_2012","NearbyTraffic_2013","NearbyTraffic_2014","NearbyTraffic_2015","NearbyTraffic_2016","NearbyTraffic_2017","NearbyTraffic_2018","NearbyTraffic_2019","NearbyTraffic_2020","NearbyTraffic_2021","NearbyTraffic_2022","NearbyTraffic_2023"
"198","Kipling South Lot - 400 Munster Avenue",43.636572,-79.534117,"Surface",0,1200,"0.00","Kipling South Lot ",11464,10577.75,12958,13314.625,11402.75,14476.875,10519.625,13477.5,11986.5,10063.25,11594.25,12898.5,8802.75,13085.75,9228,12421.875,11663.5,11105.875,10603.125,9019.125,10971.875,8302.625,9237.375,9070,10409.375,8438.625,9837.125,7934.25,6235,12170.875,10179.375,9046.5,10065.3125,8772.75,9821.25,7385.1875,6492.66666666667,6642.125,7529.875,8248.5625
"199","Islington Main Lot - 3330 Bloor Street West",43.644181,-79.526188,"Surface",0,534,"0.00","Islington Main Lot ",10744.5,10042.625,11858.875,12692.625,11402.75,12684.125,10307.375,12309.875,11860.75,9731.5,11594.25,9714.875,9673.125,12113.875,8472.125,10236.125,9799,9742.125,9392.25,10723,9444,7971.25,8611.875,8678.625,8859.75,8395.875,10296.625,8929.375,8531.375,9247.625,10992.75,8501.625,9840.5,9756.125,9117.9375,8280.9375,6900.04166666667,5526.375,7448.625,8890
"200","Islington Lomond Lot - 20 Lomond Drive",43.646774,-79.522862,"Surface",0,283,"0.00","Islington Lomond Lot ",10144.625,10042.625,11858.875,12692.625,11402.75,12684.125,10425.875,12309.875,11569.75,10215.5,10679.875,9258.5,10334.125,12534.375,8472.125,9521.625,10094.75,9164.875,9392.25,10682.125,9039.75,7971.25,8611.875,9099,8069,8395.875,10296.625,8110.25,8559.5,9247.625,10654.0625,7172,9138.375,9505.375,6977.9375,8280.9375,6278.29166666667,5863.75,7423.72916666667,8975.625
"201","Keele Lot - 400 Indian Road",43.655818,-79.457159,"Surface",0,187,"0.00","Keele Lot ",7527.25,8478.875,8461.3125,8936.625,9435.625,8317.75,9181.375,10866.875,8181.25,6783.6875,7029.875,8323.25,6265.125,8480.875,8941.25,6081.75,6610.125,5281.75,3864.8125,5889,5823.875,5412.875,5669.9375,6155.875,7511.125,5479.0625,6759.5625,6739.875,6526.25,3819.125,3332.375,5139.125,1818.5,5053.875,2920.75,4700.9375,5822.10625,5873.8125,6018.21875,4028.9375
"202","Wilson South Lot - 30 Tippett Road",43.733662,-79.447117,"Surface",0,645,"0.00","Wilson South Lot ",10165.125,9543.375,11341.75,10775,11372.875,13728.25,12478.5,12361.375,12382,9621.25,8221.5,10829.375,12302.125,10968.125,13767.125,12659.875,10534.3125,10693.375,10565.5,10359.125,9762.375,12456.125,10228.75,8848.25,11084.5,12245.625,9986.625,9277,9524.375,8763,9727.625,9660.5625,8297.125,7872.625,8297.625,5472.125,6144.5,6101.84375,9384.54166666667,7614.4375
"203","Wilson Main Lot - 50 Wilson Heights Blvd",43.736244,-79.449177,"Surface",0,885,"0.00","Wilson Main Lot ",10235.875,9344.5,11885.625,10926.875,12478.375,13669.25,14119.25,12712.375,11726.625,9878.625,8221.5,12689.125,14190.125,11558.25,13767.125,12659.875,9621.4375,10693.375,11262.25,10448.125,9696.25,12456.125,10001,8674,10610.125,10902.25,8615.75,10438.5,9384,10625.75,10137.75,9965.5625,8297.125,6613.5,8697.125,5754.75,7439.8125,6101.84375,8115.66666666667,7614.4375
"204","Finch West Lot - 18 Hendon Ave",43.782032,-79.416368,"Surface",0,1552,"0.00","Finch West Lot ",10869.125,13021.3125,12968.75,15493.625,12923.875,11076.75,12559,12546.375,12403.375,10702.25,14581.5,14670.375,12480,13264.4166666667,14387.5,14398.125,12431.25,9450.8125,12762.625,15593.25,6993.875,11101.25,11385.875,11781.5,7150,6958.875,9729.875,8193.875,9921.625,6979.5,10181.125,9395.875,9708.1875,7817.625,5698.25,9537.25,8112.95833333333,6901.72916666667,2861.75,9062.875
"205","Finch East - 814 Willowdale Ave - partial closure, reduced spaces",43.782319,-79.415907,"Surface",0,900,"0.00","Finch East ",10869.125,13021.3125,12968.75,15493.625,12923.875,11076.75,12559,12546.375,12403.375,10702.25,14581.5,14670.375,12480,13264.4166666667,14387.5,14398.125,11492.125,9450.8125,12762.625,15593.25,6993.875,9864.25,11385.875,11781.5,7150,6958.875,9729.875,8193.875,9921.625,6979.5,10181.125,9395.875,9708.1875,8117.75,5698.25,9082,8112.95833333333,6901.72916666667,4672.375,8845.625
"206","Leslie Lot - 2760 Old Leslie Street",43.770058,-79.367484,"Surface",0,102,"0.00","Leslie Lot ",12076.25,12114.25,14750.125,17261.375,15153.625,15040.875,14577.3125,16304.25,16541.625,13481.625,13486,14907.25,17526.0625,16443.375,15933.25,16555.375,17334.4375,9969.375,14175.375,15421.75,12087.875,9213.75,11915.5,13559.625,11996.125,8960.875,12654.4464285714,15761,8887.25,12021.5,12231.375,16414.625,8518,10922.875,11512.375,11306,4367.375,6240.6875,7895.875,6705.0625
"207","Don Mills Lot - 1800 Sheppard Ave East",43.775815,-79.346707,"Surface",0,366,"0.00","Don Mills Lot ",11845,14091.875,12255.875,11493.625,14038.375,15130.375,14094.375,14762.125,15443.375,12248.625,12031,10303.875,14023.5625,15376.875,12608.75,14753.25,13400.8125,10031.125,13380.875,14855.5,8982.5,12681.875,10690.125,11039.125,10040,13618.625,11998.75,12153.75,9313.25,14217.375,14444.6875,11770.875,9858.875,11520.375,9497.5,11923.875,1624,6273.9125,6982.6875,9653.0625
"208","Ellesmere Lot - Near 1050 Ellesmere Road - closed for construction until November 2019",43.766793,-79.276394,"Surface",0,68,"0.00","Ellesmere Lot ",13779.375,16301.875,15531.5,16636.875,13573,16948.1875,14858.4375,14850.5,16071.5,15270.75,16904.75,15568.625,12435.875,15230.5,13954.8125,13820.125,16807.375,11284.625,14082.0625,14559,11661.25,13503.75,15282.875,13283.625,7898.375,11320.625,14197.5,12839.125,11006.875,14242.5,14213.375,10751,10711,11835.75,12480.3125,11144.9375,9388.34702380952,7303.70833333333,11275.8125,12253.6875
"209","Lawrence East Lot - Near 2450 Lawrence Ave East",43.750477,-79.270269,"Surface",0,90,"0.00","Lawrence East Lot ",14050.5625,15264.25,13560.75,17966.125,12154.125,14678.375,16765.25,18100,15972.875,15243.625,14574.125,14770,13704.375,11965.625,16262.4375,13888.25,12735.875,12358.625,12929.75,13081.125,10161.5,11805.875,10986.625,8525.125,10102.5,10169.5,9007.75,9314.25,12038.625,13420.25,12835.875,9918.875,7434.375,11641.875,8185.5,9270.0625,8217.18452380952,4188.625,8714.4375,10199.5
"210","Kennedy South Lot -155 Transway Cres",43.731844,-79.263471,"Surface",0,673,"0.00","Kennedy South Lot ",12226.875,13616.375,13092.25,15779.875,10514,11986,14568.375,13510.25,13793.875,12854.375,10322.375,10794.5,10674.5,9914.125,13884.625,8316.875,9649.125,8795.5,12309.875,8933.75,8976.625,8016.5,5954.5,9134.125,11017.375,8334.75,7870.25,8892.25,11988.875,8500.625,6772.75,6187.75,6146.25,9861.3125,8098.1875,7907.6875,6820.09449404762,6975.875,4691.75,9144.875
"211","Warden North Lot - 705 Warden Ave",43.715522,-79.28131,"Surface",0,920,"0.00","Warden North Lot ",12441.75,11843.875,13782.25,11822.4375,11174.125,15124.25,12680.3125,11825.125,13453.625,10870.875,13542.375,11077,11759.75,9448.125,13399.625,9316.4375,10308.875,10742,8902,8233.125,9987.75,9209.375,5939.125,10847.75,8650.875,7278.75,6784.875,7343.375,7974,7193,8827.0625,6892.8125,7211.5,10259.125,4826.875,5849.125,3596.125,7094.4375,6498,5063.1875
"212","Warden South Lot - 701 Warden Ave",43.710032,-79.27979,"Surface",0,151,"0.00","Warden South Lot ",8865.875,11030.125,10833.9375,10638.9375,11174.125,11338.625,8412.5625,9855.75,11609,9910.625,10548.5,10676.125,9407.625,7717.875,11262.25,9414.5625,9844,7501.25,7927.125,8336,6138.875,6196.75,7082.75,5334.125,7880.625,6059.875,6170,4342.5,5413.875,6318.375,7973.3125,4810.0625,7180.625,10510.25,4826.875,5849.125,4871.5,7994.8125,5275.5,3768
"213","Victoria Main Lot - 777 Victoria Park Avenue",43.693563,-79.289052,"Surface",0,173,"0.00","Victoria Main Lot ",8133.125,8349.75,9336.1875,8191.1875,9900,9456.75,8482.125,8893.125,9656.375,8702.125,8176,7940.875,6709.125,7673.625,8536.75,7583.875,7686.5,5542.75,6297.875,6397.875,3349.5,7387.625,4321.625,5702.25,4990.75,7815,4324.5,2868,3136,6567.875,8160.625,5560.6875,4863.6875,5268.875,4431.875,7533.25,7588.125,5388.08333333333,5354.70833333333,4629.875
"214","Kennedy North Service Road - 2450 Eglinton Ave East",43.734117,-79.263977,"Surface",0,199,"0.00","Kennedy North Service Road ",13263.125,13616.375,14263.5,17294.25,11380.375,11402.75,14107.25,12940.125,14459,12854.375,10322.375,10794.5,10713.5,9914.125,13884.625,8698.25,9649.125,8795.5,12309.875,7792.375,9589.5,8016.5,5799,9134.125,10759.75,8334.75,7022.5,8892.25,11988.875,9224.625,7061.375,7169.625,6193.875,12034.75,8022.75,7907.6875,6820.09449404762,6975.875,5190.25,9144.875
"215","Downsview Lot - 415 William R Allen Rd",43.747011,-79.459006,"Surface",0,632,"0.00","Downsview Lot ",8968.625,9328.875,12405.875,9975.125,13472.75,15152.375,13241.75,16336.75,14722.375,8479.25,10047.5,11661.625,14321.25,12095.625,14428.625,14157.4375,10628.5,12797.625,14500.625,12903.75,8611.125,14586.875,11667,11206.5,10934.125,8530.125,9105.875,10238.25,8599.25,8518.125,11412.625,9246.875,9570.875,6054.75,10254.75,6561.75,7453.52083333333,4345.34375,5115.75,10103.75
"216","Transit Road Lot - 25 Transit Rd",43.733843,-79.452436,"Surface",0,72,"0.00","Transit Road Lot ",10331.625,9678.25,12062.25,10775,13440,14094.375,12478.5,12894,12661.375,11021,8247.125,12918.875,12773.875,11558.25,12563.25,14241.1875,9815.375,10869.75,11143.125,10212,9244.875,11447.25,10761.25,9154.625,10264.875,11980.5,10685.125,10238.25,8824.625,10544.75,8785.625,10599.6875,8730.5,7324.875,9996.75,5127.375,6264.875,6101.84375,9081.10416666667,7144.4375
"217","22 Fieldway Rd",43.642473,-79.52754,"Surface",0,270,"0.00","22 Fieldway Rd",10744.5,10042.625,11858.875,12692.625,11402.75,15048.375,10307.375,12309.875,11986.5,9731.5,11594.25,9875.25,9673.125,12113.875,9228,9643.125,11377.5,9927.625,9392.25,10613.125,9267.75,8659.875,8672.25,8678.625,9769.75,8869.5,10296.625,8929.375,8531.375,9958.125,10992.75,9046.5,10214.3125,9756.125,8619.75,8280.9375,6492.66666666667,5914.75,7448.625,8780.25
"218","3950 Keele Street",43.7655225,-79.491758,"Surface",1.5,335,"1.50","3950 Keele Street",9315.25,14758.4375,12814.25,13163.375,15873.875,12532.625,11589.625,11541.25,12910.375,13693.375,14211,13630.875,15244.375,12995.9375,9342,11786.25,13297.5,14152.375,11978,11319.5,9889.375,9503.625,13221.125,8438.75,9547.125,7117.75,10789.375,5281.875,9585.25,6233.875,8598.75,12411.875,6561.4375,5666.375,3152.5,8605.375,7349.21875,7016.375,5536.3125,8252.25
"219","2800 Steeles Ave W.",43.7778992,-79.5111635,"Surface",0,1881,"0.00","2800 Steeles Ave W.",8787.875,13158.5,11660,14139.875,14731.75,13118.5,11271.875,13998.5,8787.25,12938.375,14140,13068.125,16855.75,14824.625,13108.25,12257.25,11080.375,12713.5,14216.875,12938.75,12558.75,12211.25,14466.75,6037.875,8404.25,9667,11703.5625,7445.375,8275,7795.875,9912,14367.5,7152.4375,7899.25,5469,8093.75,7642.90625,8699.0625,6498.625,9158.125
"220","7332 Jane St",43.7822568,-79.521934,"Surface",2.5,53,"2.50","7332 Jane St",8177.25,12465.5,12629.75,11994.75,14421.625,13012.25,11976.5,12651.75,9191,11828.875,13345.625,11313.75,12916.125,13934.9375,13979.75,10157.25,12295.875,12314.5,15643.25,12149.625,11684.5,12948.375,13953.5,7481.625,6942.375,10737.5,12196.25,8262,8772.625,7795.875,9662.625,13233,9465.3125,6992,8047.75,8536.875,7642.90625,8476.3125,9147.5,7126.1875
