"","Category","Operating.Name","city","Zip","Street","Address","lat","long","lamda","mu","qCustomer","tCustomer"
"6520","EATING ESTABLISHMENT","FONDA BALAM","TORONTO, ON","M6J 1V3","DUNDAS ST W","802 DUNDAS ST W,TORONTO, ON,M6J 1V3",43.651892,-79.4086728,45,0.5,49,2.42061680546942
"6521","EATING ESTABLISHMENT","GLADSTONE HOUSE","TORONTO, ON","M6J 1J6","QUEEN ST W","1214 QUEEN ST W,TORONTO, ON,M6J 1J6",43.64276815,-79.42692511,45,0.5,48,0.209609025157988
"6522","EATING ESTABLISHMENT","CHEN CHEN'S NASHVILLE HOT CHICKEN","TORONTO, ON","M6J 1J5","QUEEN ST W","1176 QUEEN ST W,TORONTO, ON,M6J 1J5",43.6429428,-79.425627,45,0.5,47,0.0840117409825325
"6523","EATING ESTABLISHMENT","COLLECTIVE ARTS TORONTO","TORONTO, ON","M6J 1V2","DUNDAS ST W","775 DUNDAS ST W,TORONTO, ON,M6J 1V2",43.6518898,-79.4073843,45,0.5,46,0.896483789198101
"6524","EATING ESTABLISHMENT","KFC#1327","TORONTO, ON","M6J 1X3","DUNDAS ST W","1221 DUNDAS ST W,TORONTO, ON,M6J 1X3",43.6492555,-79.4230079,45,0.5,51,3.76568905247336
"6525","EATING ESTABLISHMENT","LA BANANE","TORONTO, ON","M6J 2Z8","OSSINGTON AVE","227 OSSINGTON AVE,TORONTO, ON,M6J 2Z8",43.6490277,-79.4204846,45,0.5,49,2.42063307194951
"6526","EATING ESTABLISHMENT","SIDESTREET BAR","TORONTO, ON","M6J 1T8","DUNDAS ST W","768 DUNDAS ST W,TORONTO, ON,M6J 1T8",43.6522079,-79.4071521,45,0.5,41,1.334876941517
"6527","EATING ESTABLISHMENT","BAR BANANE","TORONTO, ON","M6J 2Z8","OSSINGTON AVE","227 OSSINGTON AVE,TORONTO, ON,M6J 2Z8",43.6490277,-79.4204846,45,0.5,43,3.52296181006317
"6528","EATING ESTABLISHMENT","POETRY JAZZ CAFE","TORONTO, ON","M6J 1H8","QUEEN ST W","1078 QUEEN ST W,TORONTO, ON,M6J 1H8",43.6437266,-79.4217317,45,0.5,39,1.53562381668928
"6529","EATING ESTABLISHMENT","J'S STEAK FRITES","TORONTO, ON","M6J 1J6","QUEEN ST W","1198 QUEEN ST W,TORONTO, ON,M6J 1J6",43.6427555,-79.4265855,45,0.5,33,0.241548419930041
"6530","EATING ESTABLISHMENT","KARAHI BOYS","TORONTO, ON","M6J 1G1","QUEEN ST W","739 QUEEN ST W,TORONTO, ON,M6J 1G1",43.64644109,-79.40706842,45,0.5,44,2.9235718811645
"6531","EATING ESTABLISHMENT","MILD AFRO LOUNGE","TORONTO, ON","M6J 1X2","DUNDAS ST W","1116 DUNDAS ST W,TORONTO, ON,M6J 1X2",43.6495825,-79.4202185,45,0.5,54,7.75714702489686
"6532","EATING ESTABLISHMENT","ICHA TEA","TORONTO, ON","M6J 1H1","QUEEN ST W","996 QUEEN ST W,TORONTO, ON,M6J 1H1",43.6443757,-79.4184829,45,0.5,38,0.051757934220254
"6533","EATING ESTABLISHMENT","FLORETTE","TORONTO, ON","M6J 1J5","QUEEN ST W","1168 QUEEN ST W,TORONTO, ON,M6J 1J5",43.6429884,-79.4254178,45,0.5,35,3.36812404526358
"6534","EATING ESTABLISHMENT","FANTASTIC, BABY!","TORONTO, ON","M6J 1X3","DUNDAS ST W","1193 DUNDAS ST W,TORONTO, ON,M6J 1X3",43.6492594,-79.42223,45,0.5,43,0.0441187312826514
"6535","EATING ESTABLISHMENT","OPERA BOBS PUBLIC HOUSE","TORONTO, ON","M6J 1X2","DUNDAS ST W","1112 DUNDAS ST W,TORONTO, ON,M6J 1X2",43.6495777,-79.4200909,45,0.5,50,1.07747856713831
"6536","EATING ESTABLISHMENT","GIA RESTAURANT","TORONTO, ON","M6J 1X5","DUNDAS ST W","1214 DUNDAS ST W,TORONTO, ON,M6J 1X5",43.6495023,-79.4231268,45,0.5,44,1.41854940532687
"6537","EATING ESTABLISHMENT","PRIME SEAFOOD PALACE","TORONTO, ON","M6J 1G8","QUEEN ST W","944 QUEEN ST W,TORONTO, ON,M6J 1G8",43.6447676,-79.416684,45,0.5,43,0.27494257709618
"6538","EATING ESTABLISHMENT","SHAWARMA WEST","TORONTO, ON","M6J 1E9","QUEEN ST W","746 QUEEN ST W,TORONTO, ON,M6J 1E9",43.6460701,-79.4101121,45,0.5,49,2.65184823974016
"6539","EATING ESTABLISHMENT","WONTON HUT","TORONTO, ON","M6J 1E6","QUEEN ST W","671 QUEEN ST W,TORONTO, ON,M6J 1E6",43.6469405,-79.4046986,45,0.5,48,4.78065653492637
"6540","EATING ESTABLISHMENT","SATANEE NANA","TORONTO, ON","M6J 1G1","QUEEN ST W","785 QUEEN ST W,TORONTO, ON,M6J 1G1",43.64618685,-79.40833771,45,0.5,48,9.81605205253558
"6541","EATING ESTABLISHMENT","HENRY'S RESTAURANT AND WINE BAR","TORONTO, ON","M6J 1G6","QUEEN ST W","922 QUEEN ST W,TORONTO, ON,M6J 1G6",43.6449167,-79.4158356,45,0.5,41,5.02352244754262
"6542","EATING ESTABLISHMENT","THE MISSION EATERY","TORONTO, ON","M6J 1E5","QUEEN ST W","676 QUEEN ST W,TORONTO, ON,M6J 1E5",43.6466364,-79.4073465,45,0.5,48,0.511044965087953
"6543","EATING ESTABLISHMENT","CURRYISH","TORONTO, ON","M6J 1G1","QUEEN ST W","783 QUEEN ST W,TORONTO, ON,M6J 1G1",43.64619791,-79.40828253,45,0.5,36,4.0868416650403
"6544","EATING ESTABLISHMENT","QUEEN STAR RESTAURANT","TORONTO, ON","M6J 1H9","QUEEN ST W","1116 QUEEN ST W,TORONTO, ON,M6J 1H9",43.6434054,-79.4233092,45,0.5,49,3.95294706879144
"6545","EATING ESTABLISHMENT","CASABLANCA CAFE","TORONTO, ON","M6J 1X2","DUNDAS ST W","1108 DUNDAS ST W,TORONTO, ON,M6J 1X2",43.6495991,-79.4199749,45,0.5,34,0.402086023927907
"6546","EATING ESTABLISHMENT","PIZZA PIZZA","TORONTO, ON","M6J 1J3","QUEEN ST W","1124 QUEEN ST W,TORONTO, ON,M6J 1J3",43.6433324,-79.4238275,45,0.5,44,4.45365023424034
"6547","EATING ESTABLISHMENT","THE GRAND ORDER OF DIVINE SWEETS- THE GOODS","TORONTO, ON","M6J 1J5","QUEEN ST W","1162 QUEEN ST W,TORONTO, ON,M6J 1J5",43.6430559,-79.42524322,45,0.5,45,0.970053584936288
"6548","EATING ESTABLISHMENT","ULTRAVIOLET","TORONTO, ON","M6J 1H9","QUEEN ST W","1096 QUEEN ST W,TORONTO, ON,M6J 1H9",43.6435241,-79.4227423,45,0.5,35,1.21614904608577
"6549","EATING ESTABLISHMENT","OFFWORLD","TORONTO, ON","M6J 1G1","QUEEN ST W","739 QUEEN ST W,TORONTO, ON,M6J 1G1",43.64644109,-79.40706842,45,0.5,32,4.78509252389892
"6550","EATING ESTABLISHMENT","STARBUCKS COFFEE CANADA","TORONTO, ON","M6J 1H6","QUEEN ST W","1030 QUEEN ST W,TORONTO, ON,M6J 1H6",43.6441136,-79.4198927,45,0.5,36,4.92314184059329
"6551","EATING ESTABLISHMENT","THE KETTLE","TORONTO, ON","M6J 1E6","QUEEN ST W","685 QUEEN ST W,TORONTO, ON,M6J 1E6",43.6468829,-79.4050397,45,0.5,49,1.79619118264498
"6552","EATING ESTABLISHMENT","BOUFFE","TORONTO, ON","M6J 1X3","DUNDAS ST W","1173 DUNDAS ST W,TORONTO, ON,M6J 1X3",43.6492492,-79.4217639,45,0.5,42,0.107688882388175
"6553","EATING ESTABLISHMENT","THE WING SPOT","TORONTO, ON","M6J 1G4","QUEEN ST W","841 QUEEN ST W,TORONTO, ON,M6J 1G4",43.6458408,-79.4101483,45,0.5,41,4.48590370490817
"6554","EATING ESTABLISHMENT","HEM SOCIAL","TORONTO, ON","M6J 1Y5","DUNDAS ST W","1424 DUNDAS ST W,TORONTO, ON,M6J 1Y5",43.649715,-79.4295014,45,0.5,50,1.42975643082502
"6555","EATING ESTABLISHMENT","BOWIE","TORONTO, ON","M6J 2Z7","OSSINGTON AVE","180 OSSINGTON AVE,TORONTO, ON,M6J 2Z7",43.6483162,-79.4205248,45,0.5,52,4.08288096247201
"6556","EATING ESTABLISHMENT","6IX PIZZAS","TORONTO, ON","M6J 1E4","QUEEN ST W","638 QUEEN ST W,TORONTO, ON,M6J 1E4",43.6468946,-79.4060607,45,0.5,46,5.71584810282955
"6557","EATING ESTABLISHMENT","CHEZ PAUL","TORONTO, ON","M6J 1G1","QUEEN ST W","833 QUEEN ST W,TORONTO, ON,M6J 1G1",43.645939,-79.4096603,45,0.5,39,1.40110849938415
"6558","EATING ESTABLISHMENT","SAIGON FLOWER RESTAURANT","TORONTO, ON","M6J 1J3","QUEEN ST W","1138 QUEEN ST W,TORONTO, ON,M6J 1J3",43.643217,-79.4242465,45,0.5,57,1.52927204424505
"6559","EATING ESTABLISHMENT","CAFE PASTEL","TORONTO, ON","M6J 1V5","DUNDAS ST W","856 DUNDAS ST W,TORONTO, ON,M6J 1V5",43.6515202,-79.41051225,45,0.5,30,0.219644758296908
"6560","EATING ESTABLISHMENT","CRAFTY 3003","TORONTO, ON","M6J 2Z8","OSSINGTON AVE","217 OSSINGTON AVE,TORONTO, ON,M6J 2Z8",43.6488663,-79.42028391,45,0.5,40,4.70805544008441
"6561","EATING ESTABLISHMENT","TRINITY MARKET","TORONTO, ON","M6J 1E9","QUEEN ST W","766 QUEEN ST W,TORONTO, ON,M6J 1E9",43.6434736,-79.4056472,45,0.5,38,3.42865233479028
"6562","EATING ESTABLISHMENT","THE LIBERTINE","TORONTO, ON","M6J 1X8","DUNDAS ST W","1307 DUNDAS ST W,TORONTO, ON,M6J 1X8",43.6493454,-79.4258749,45,0.5,38,1.22383824986192
"6563","EATING ESTABLISHMENT","ALPHA'S SHAWARMA","TORONTO, ON","M6J 1E3","QUEEN ST W","598 QUEEN ST W,TORONTO, ON,M6J 1E3",43.6472084,-79.4045338,45,0.5,51,4.99122779145436
"6564","EATING ESTABLISHMENT","SPREZZATURA","TORONTO, ON","M6J 1X4","DUNDAS ST W","1166 DUNDAS ST W,TORONTO, ON,M6J 1X4",43.6494651,-79.4216473,45,0.5,52,2.11650691359284
"6565","EATING ESTABLISHMENT","JUNEPLUM BY PATOIS","TORONTO, ON","M6J 1V1","DUNDAS ST W","796 DUNDAS ST W,TORONTO, ON,M6J 1V1",43.6519828,-79.4082537,45,0.5,44,0.748105535283685
"6566","EATING ESTABLISHMENT","SEASON SIX","TORONTO, ON","M6J 2Z7","OSSINGTON AVE","188 OSSINGTON AVE,TORONTO, ON,M6J 2Z7",43.64848015,-79.42074624,45,0.5,33,2.14209357268157
"6567","EATING ESTABLISHMENT","ALERIA","TORONTO, ON","M6J 1H8","QUEEN ST W","1070 QUEEN ST W,TORONTO, ON,M6J 1H8",43.6437915,-79.421448,45,0.5,32,0.809877554886043
"6568","EATING ESTABLISHMENT","BAR 24","TORONTO, ON","M6J 1G3","QUEEN ST W","890 QUEEN ST W,TORONTO, ON,M6J 1G3",43.6451283,-79.4148278,45,0.5,41,0.342362883887222
"6569","EATING ESTABLISHMENT","CHILL BAR","TORONTO, ON","M6J 2Z8","OSSINGTON AVE","229 OSSINGTON AVE,TORONTO, ON,M6J 2Z8",43.6490985,-79.4204244,45,0.5,47,10.1150271625896
"6570","EATING ESTABLISHMENT","BARKAT","TORONTO, ON","M6J 1E8","QUEEN ST W","712 QUEEN ST W,TORONTO, ON,M6J 1E8",43.64640465,-79.408903,45,0.5,46,1.15448911781116
"6571","EATING ESTABLISHMENT","NUGATEAU PATISSERIE","TORONTO, ON","M6J 1E6","QUEEN ST W","709 QUEEN ST W,TORONTO, ON,M6J 1E6",43.64669088,-79.40583005,45,0.5,36,2.09269045389881
"6572","EATING ESTABLISHMENT","FRESH ON BAY","TORONTO, ON","M6J 1G3","QUEEN ST W","894 QUEEN ST W,TORONTO, ON,M6J 1G3",43.6451212,-79.4149576,45,0.5,55,0.578291524201632
"6573","EATING ESTABLISHMENT","SANTA MARTA","TORONTO, ON","M6J 1V6","DUNDAS ST W","869 DUNDAS ST W,TORONTO, ON,M6J 1V6",43.6512425,-79.4106625,45,0.5,40,0.569360213233043
"6574","EATING ESTABLISHMENT","DUNDAS SHAWARMA","TORONTO, ON","M6J 1T8","DUNDAS ST W","768 DUNDAS ST W,TORONTO, ON,M6J 1T8",43.6522079,-79.4071521,45,0.5,46,0.114479031751872
"6575","EATING ESTABLISHMENT","PIZZERIA CAROLINA","TORONTO, ON","M6J 1V1","DUNDAS ST W","770-772 DUNDAS ST W,TORONTO, ON,M6J 1V1",43.6520532,-79.407238,45,0.5,49,0.165588897957026
"6576","EATING ESTABLISHMENT","CLANDESTINO","TORONTO, ON","M6J 1X3","DUNDAS ST W","1183 DUNDAS ST W,TORONTO, ON,M6J 1X3",43.6492507,-79.4219559,45,0.5,49,0.0470764419053919
"6577","EATING ESTABLISHMENT","MEKAN MDS","TORONTO, ON","M6J 1G1","QUEEN ST W","817 QUEEN ST W,TORONTO, ON,M6J 1G1",43.6460394,-79.4091469,45,0.5,30,1.20663087069988
"6578","EATING ESTABLISHMENT","RENAISSANCE PIZZA","TORONTO, ON","M6J 1V2","DUNDAS ST W","809 DUNDAS ST W,TORONTO, ON,M6J 1V2",43.651696,-79.4082485,45,0.5,56,7.49080921294999
"6579","EATING ESTABLISHMENT","OUT OF THIS WORLD QUEEN","TORONTO, ON","M6J 1H4","QUEEN ST W","1051 QUEEN ST W,TORONTO, ON,M6J 1H4",43.6443141,-79.4181074,45,0.5,42,0.171263069845736
"6580","EATING ESTABLISHMENT","FORGET ME NOT CAFE","TORONTO, ON","M6J 2Z4","OSSINGTON AVE","102 OSSINGTON AVE,TORONTO, ON,M6J 2Z4",43.6464282,-79.4197798,45,0.5,37,6.75914196593085
"6581","EATING ESTABLISHMENT","ELEVEN NINETY-TWO","TORONTO, ON","M6J 1J6","QUEEN ST W","1192 QUEEN ST W,TORONTO, ON,M6J 1J6",43.6428974,-79.42644764,45,0.5,45,0.505364610223964
"6582","EATING ESTABLISHMENT","BAR PRIMA","TORONTO, ON","M6J 1J3","QUEEN ST W","1136 QUEEN ST W,TORONTO, ON,M6J 1J3",43.64325551,-79.42421168,45,0.5,44,0.54943906608969
"6583","EATING ESTABLISHMENT","MSSM OSSINGTON","TORONTO, ON","M6J 1X3","DUNDAS ST W","1221 DUNDAS ST W,TORONTO, ON,M6J 1X3",43.6492555,-79.4230079,45,0.5,59,1.69591997741702
"6584","EATING ESTABLISHMENT","TOLOACHE MEXICAN CUISINE","TORONTO, ON","M6J 1J3","QUEEN ST W","1128 QUEEN ST W,TORONTO, ON,M6J 1J3",43.64330677,-79.42395556,45,0.5,47,0.808084426917536
"6585","EATING ESTABLISHMENT","YOUTHFUL VENGEANCE","TORONTO, ON","M6J 1X2","DUNDAS ST W","1110 DUNDAS ST W,TORONTO, ON,M6J 1X2",43.6496215,-79.42001699,45,0.5,43,0.362747021019459
"6586","EATING ESTABLISHMENT","DODONER","TORONTO, ON","M6J 1J3","QUEEN ST W","1132 QUEEN ST W,TORONTO, ON,M6J 1J3",43.6432555,-79.4240225,45,0.5,36,1.15415715705603
"6587","EATING ESTABLISHMENT","HOT PORK","TORONTO, ON","M6J 1W3","DUNDAS ST W","932 DUNDAS ST W,TORONTO, ON,M6J 1W3",43.6509269,-79.4133747,45,0.5,50,1.21123911812901
"6588","EATING ESTABLISHMENT","MIO SUSHI","TORONTO, ON","M6J 1E4","QUEEN ST W","626 QUEEN ST W,TORONTO, ON,M6J 1E4",43.6469746,-79.4056523,45,0.5,46,1.18996933179205
"6589","EATING ESTABLISHMENT","REAL EMPANADA","TORONTO, ON","M6J 1V4","DUNDAS ST W","825 DUNDAS ST W,TORONTO, ON,M6J 1V4",43.6515578,-79.4089967,45,0.5,38,1.65538867740872
"6590","EATING ESTABLISHMENT","PHILTHY PHILLYS","TORONTO, ON","M6J 1E6","QUEEN ST W","624 QUEEN ST W,TORONTO, ON,M6J 1E6",43.6469935,-79.4056047,45,0.5,46,0.0535899043751113
"6591","EATING ESTABLISHMENT","PIZZA NORTH","TORONTO, ON","M6J 1E6","QUEEN ST W","669 QUEEN ST W,TORONTO, ON,M6J 1E6",43.6469498,-79.4046481,45,0.5,58,1.51353854890628
"6592","EATING ESTABLISHMENT","ESPRESSO 21","TORONTO, ON","M6J 1E4","QUEEN ST W","636 QUEEN ST W,TORONTO, ON,M6J 1E4",43.6469144,-79.4059825,45,0.5,46,3.10509736074095
"6593","EATING ESTABLISHMENT","MATTY'S PATTY'S","TORONTO, ON","M6J 1G5","QUEEN ST W","923 QUEEN ST W,TORONTO, ON,M6J 1G5",43.6453059,-79.4127048,45,0.5,42,1.81426877892556
"6594","EATING ESTABLISHMENT","GREENS & GRAINS TO","TORONTO, ON","M6J 1V1","DUNDAS ST W","778 DUNDAS ST W,TORONTO, ON,M6J 1V1",43.65209073,-79.40771865,45,0.5,45,2.65098090833964
"6595","EATING ESTABLISHMENT","LA NAYARITA MEXICAN FOOD","TORONTO, ON","M6J 1G6","QUEEN ST W","930 QUEEN ST W,TORONTO, ON,M6J 1G6",43.6448818,-79.4160421,45,0.5,30,0.375569239258766
"6596","EATING ESTABLISHMENT","RROMANAS","TORONTO, ON","M6J 1H8","QUEEN ST W","1086 QUEEN ST W,TORONTO, ON,M6J 1H8",43.6436638,-79.4220349,45,0.5,37,2.79910058531477
"6597","SECOND HAND SHOP","QUEENGLAD BUY-SELL-TRADE CENTER","TORONTO, ON","M6J 1J6","QUEEN ST W","1200 QUEEN ST W,TORONTO, ON,M6J 1J6",43.6427356,-79.4266757,3,0.5,5,0.174147456884384
"6598","SECOND HAND SHOP","NICK'S JEWELLERY & WATCHES","TORONTO, ON","M6J 1Y6","DUNDAS ST W","1462 DUNDAS ST W,TORONTO, ON,M6J 1Y6",43.64977196,-79.43083655,3,0.5,4,3.19058413890839
"6599","SECOND HAND SHOP","SILVER SNAIL","TORONTO, ON","M6J 1G1","QUEEN ST W","809 QUEEN ST W,TORONTO, ON,M6J 1G1",43.64606175,-79.40896193,3,0.5,4,2.1826700902763
"6600","SECOND HAND SHOP","EXPO","TORONTO, ON","M6J 1Y6","DUNDAS ST W","1450 DUNDAS ST W,TORONTO, ON,M6J 1Y6",43.64976084,-79.43048815,3,0.5,4,0.61794969625771
"6601","SECOND HAND SHOP","BLACK MARKET","TORONTO, ON","M6J 1J5","QUEEN ST W","1172 QUEEN ST W,TORONTO, ON,M6J 1J5",43.64300875,-79.42552513,3,0.5,4,0.395630433224142
"6602","COMMERCIAL PARKING LOT","PRECISE PARKLINK","TORONTO, ON","M6J 1H4","QUEEN ST W","1001 QUEEN ST W,TORONTO, ON,M6J 1H4",43.6439215,-79.4190102,20,2,25,0.0131269372068346
"6603","COMMERCIAL PARKING LOT","PRECISE PARKLINK","TORONTO, ON","M6J 1H4","QUEEN ST W","1001 QUEEN ST W,TORONTO, ON,M6J 1H4",43.6439215,-79.4190102,20,2,23,0.321455756668001
"6604","COMMERCIAL PARKING LOT","PRECISE PARKLINK","TORONTO, ON","M6J 1H4","QUEEN ST W","1001 QUEEN ST W,TORONTO, ON,M6J 1H4",43.6439215,-79.4190102,20,2,18,0.927675465079856
"6605","COMMERCIAL PARKING LOT","PRECISE PARKLINK","TORONTO, ON","M6J 1H4","QUEEN ST W","1001 QUEEN ST W,TORONTO, ON,M6J 1H4",43.6439215,-79.4190102,20,2,20,0.554365018301577
"6606","PAYDAY LOAN","CASH MONEY","TORONTO, ON","M6J 1E6","QUEEN ST W","687 QUEEN ST W,TORONTO, ON,M6J 1E6",43.64682175,-79.40515968,2,0.5,2,1.7264209910387
"6607","PAYDAY LOAN","MONEY MART","TORONTO, ON","M6J 1E6","QUEEN ST W","689 QUEEN ST W,TORONTO, ON,M6J 1E6",43.64680985,-79.40522062,2,0.5,1,0.253614648245275
"6608","TEMPORARY SIGN - A-FRAME","FLOORPLAY SOCKS","TORONTO, ON","M6J 1E9","QUEEN ST W","762 QUEEN ST W,TORONTO, ON,M6J 1E9",43.6459872,-79.410536,2,0.25,3,0.0385046994412194
"6609","TEMPORARY SIGN - A-FRAME","SPECTACLE","TORONTO, ON","M6J 1E9","QUEEN ST W","752 QUEEN ST W,TORONTO, ON,M6J 1E9",43.6460473,-79.4102445,2,0.25,0,2.54557570628822
"6610","CLOTHING DROP BOX LOCATION PERMIT","AMJ RECYCLING INC","TORONTO, ON","M6J 2Y8","OSSINGTON AVE","19 OSSINGTON AVE,TORONTO, ON,M6J 2Y8",43.6468535,-79.4197918,5,0.15,6,8.29435202575533
"6611","SIDEWALK CAFE","NOCE","TORONTO, ON","M6J 1G5","QUEEN ST W","875 QUEEN ST W,TORONTO, ON,M6J 1G5",43.6455327,-79.4113348,30,0.3,26,1.21139917367448
"6612","SIDEWALK CAFE","THE CHURCHILL","TORONTO, ON","M6J 1X5","DUNDAS ST W","1212 DUNDAS ST W,TORONTO, ON,M6J 1X5",43.6495187,-79.4230303,30,0.3,26,5.15798103007329
"6613","SIDEWALK CAFE","BEAST","TORONTO, ON","M6J 2H1","TECUMSETH ST","96 TECUMSETH ST,TORONTO, ON,M6J 2H1",43.644148,-79.405698,30,0.3,30,2.41445804621681
"6614","SIDEWALK CAFE","NORTHERN BELLE","TORONTO, ON","M6J 1V9","DUNDAS ST W","913 DUNDAS ST W,TORONTO, ON,M6J 1V9",43.6508328,-79.4125712,30,0.3,24,8.80982589555494
"6615","SIDEWALK CAFE","LOVELESS","TORONTO, ON","M6J 1Y5","DUNDAS ST W","1430 DUNDAS ST W,TORONTO, ON,M6J 1Y5",43.6497271,-79.4296992,30,0.3,27,0.107748156324683
"6616","SIDEWALK CAFE","MONARCH TAVERN","TORONTO, ON","M6J 2N8","CLINTON ST","12 CLINTON ST,TORONTO, ON,M6J 2N8",43.6540567,-79.4135777,30,0.3,24,3.99707904071514
"6617","SIDEWALK CAFE","I DEAL COFFEE","TORONTO, ON","M6J 2Z7","OSSINGTON AVE","162 OSSINGTON AVE,TORONTO, ON,M6J 2Z7",43.6478551,-79.420529,30,0.3,21,1.23878334959348
"6618","SIDEWALK CAFE","HUGS & SARCASM","TORONTO, ON","M6J 1G4","QUEEN ST W","859 QUEEN ST W,TORONTO, ON,M6J 1G4",43.6457653,-79.4104768,30,0.3,32,2.37108913573993
"6619","SIDEWALK CAFE","LOADED PIEROGI","TORONTO, ON","M6J 1G4","QUEEN ST W","839 QUEEN ST W,TORONTO, ON,M6J 1G4",43.6458319,-79.4100199,30,0.3,27,1.28353474196047
"6620","SIDEWALK CAFE","HELLO 123","TORONTO, ON","M6J 1H9","QUEEN ST W","1122 QUEEN ST W,TORONTO, ON,M6J 1H9",43.6433847,-79.4234943,30,0.3,31,5.4535994986376
"6621","SIDEWALK CAFE","CHOP CHOP","TORONTO, ON","M6J 1T9","DUNDAS ST W","771 DUNDAS ST W,TORONTO, ON,M6J 1T9",43.6519543,-79.4070512,30,0.3,31,0.431747074813436
"6622","SIDEWALK CAFE","THE DRAKE HOTEL","TORONTO, ON","M6J 1J3","QUEEN ST W","1150 QUEEN ST W,TORONTO, ON,M6J 1J3",43.6432545,-79.42454599,30,0.3,28,2.95941447815566
"6623","SIDEWALK CAFE","THE CITY POOL","TORONTO, ON","M6J 1X8","DUNDAS ST W","1307 DUNDAS ST W,TORONTO, ON,M6J 1X8",43.6493454,-79.4258749,30,0.3,31,2.69943295708921
"6624","SIDEWALK CAFE","DEATH AND TAXES","TORONTO, ON","M6J 1J5","QUEEN ST W","1154 QUEEN ST W,TORONTO, ON,M6J 1J5",43.6430782,-79.4249597,30,0.3,32,1.11081956109653
"6625","SIDEWALK CAFE","OLD SCHOOL","TORONTO, ON","M6J 1V1","DUNDAS ST W","800 DUNDAS ST W,TORONTO, ON,M6J 1V1",43.6519542,-79.4083757,30,0.3,22,0.902460616392394
"6626","SIDEWALK CAFE","THE FOURTH MAN IN THE FIRE PIZZERIA","TORONTO, ON","M6J 1V3","DUNDAS ST W","832 DUNDAS ST W,TORONTO, ON,M6J 1V3",43.65172038,-79.40952112,30,0.3,22,6.06436293544181
"6627","SIDEWALK CAFE","SIDESTREET BAR","TORONTO, ON","M6J 1T8","DUNDAS ST W","768 DUNDAS ST W,TORONTO, ON,M6J 1T8",43.6522079,-79.4071521,30,0.3,23,3.69318299291933
"6628","SIDEWALK CAFE","BELLWOODS BREWERY","TORONTO, ON","M6J 2Z5","OSSINGTON AVE","124 OSSINGTON AVE,TORONTO, ON,M6J 2Z5",43.6470327,-79.4201764,30,0.3,25,4.56671676584486
"6629","SIDEWALK CAFE","GOLDEN TURTLE","TORONTO, ON","M6J 2Z2","OSSINGTON AVE","125 OSSINGTON AVE,TORONTO, ON,M6J 2Z2",43.6468111,-79.4196232,30,0.3,23,0.110447164624929
"6630","SIDEWALK CAFE","THE ROASTED NUT","TORONTO, ON","M6J 1E9","QUEEN ST W","768 QUEEN ST W,TORONTO, ON,M6J 1E9",43.64608985,-79.41070193,30,0.3,32,1.99204997159541
"6631","SIDEWALK CAFE","TRINITY MARKET","TORONTO, ON","M6J 1E9","QUEEN ST W","766 QUEEN ST W,TORONTO, ON,M6J 1E9",43.6434736,-79.4056472,30,0.3,36,1.82691819189737
"6632","SIDEWALK CAFE","COLD BUBBLE TEA","TORONTO, ON","M6J 1J6","QUEEN ST W","1186 QUEEN ST W,TORONTO, ON,M6J 1J6",43.6428495,-79.4262072,30,0.3,24,1.12180681779064
"6633","SIDEWALK CAFE","BAR POET","TORONTO, ON","M6J 1H9","QUEEN ST W","1090 QUEEN ST W,TORONTO, ON,M6J 1H9",43.64372965,-79.42230006,30,0.3,24,5.20743401693114
"6634","SIDEWALK CAFE","FONDA BALAM","TORONTO, ON","M6J 1V3","DUNDAS ST W","802 DUNDAS ST W,TORONTO, ON,M6J 1V3",43.651892,-79.4086728,30,0.3,26,1.18151884060353
"6635","SIDEWALK CAFE","BAR KOUKLA","TORONTO, ON","M6J 2Z4","OSSINGTON AVE","88 OSSINGTON AVE,TORONTO, ON,M6J 2Z4",43.6460919,-79.4196668,30,0.3,29,2.01582822172592
"6636","SIDEWALK CAFE","CHEN CHEN'S NASHVILLE HOT CHICKEN","TORONTO, ON","M6J 1J5","QUEEN ST W","1176 QUEEN ST W,TORONTO, ON,M6J 1J5",43.6429428,-79.425627,30,0.3,34,4.99034324632891
"6637","SIDEWALK CAFE","RENAISSANCE PIZZA","TORONTO, ON","M6J 1V2","DUNDAS ST W","809 DUNDAS ST W,TORONTO, ON,M6J 1V2",43.651696,-79.4082485,30,0.3,31,0.585552325161795
"6638","CURB LANE CAFE","SUKHOTHAI","TORONTO, ON","M6J 1Y6","DUNDAS ST W","1442 DUNDAS ST W,TORONTO, ON,M6J 1Y6",43.6497244,-79.430249,30,0.3,22,0.0525651499629021
"6639","CURB LANE CAFE","GIA RESTAURANT","TORONTO, ON","M6J 1X5","DUNDAS ST W","1214 DUNDAS ST W,TORONTO, ON,M6J 1X5",43.6495023,-79.4231268,30,0.3,23,1.52611770977577
"6640","CURB LANE CAFE","THE CHURCHILL","TORONTO, ON","M6J 1X5","DUNDAS ST W","1212 DUNDAS ST W,TORONTO, ON,M6J 1X5",43.6495187,-79.4230303,30,0.3,39,3.76324770337248
"6641","CURB LANE CAFE","ARCHIVE","TORONTO, ON","M6J 1V9","DUNDAS ST W","909 DUNDAS ST W,TORONTO, ON,M6J 1V9",43.6508755,-79.4124729,30,0.3,41,4.50696459646924
